timestamp,day_of_week,hour,minute,hour_float,is_holiday,is_exam_period,active_counters,queue_length,orders_pending,customers_served,average_service_time,predicted_customer_count,waiting_time_minutes,crowd_level,data_source
2026-01-14 15:30:00,2,15,30,15.5,0,0,1,18,16,17,1.15,32,25.7,LOW,SYNTHETIC_DEMO_DATA
2026-01-14 16:00:00,2,16,0,16.0,0,0,2,9,8,30,1.36,31,5.8,LOW,SYNTHETIC_DEMO_DATA
2026-01-14 16:30:00,2,16,30,16.5,0,0,4,38,31,39,1.8,76,20.1,HIGH,SYNTHETIC_DEMO_DATA
2026-01-14 17:00:00,2,17,0,17.0,0,0,4,51,43,42,1.72,88,25.5,HIGH,SYNTHETIC_DEMO_DATA
2026-01-14 17:30:00,2,17,30,17.5,0,0,3,50,43,31,1.65,78,32.2,HIGH,SYNTHETIC_DEMO_DATA
2026-01-14 18:00:00,2,18,0,18.0,0,0,1,35,29,20,1.03,50,43.2,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-14 18:30:00,2,18,30,18.5,0,0,2,20,18,27,1.59,44,18.1,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-14 19:00:00,2,19,0,19.0,0,0,2,3,3,12,1.33,12,2.3,LOW,SYNTHETIC_DEMO_DATA
2026-01-14 19:30:00,2,19,30,19.5,0,0,1,6,7,13,1.44,16,11.2,LOW,SYNTHETIC_DEMO_DATA
2026-01-15 08:00:00,3,8,0,8.0,0,0,1,17,15,17,1.21,34,24.2,LOW,SYNTHETIC_DEMO_DATA
2026-01-15 08:30:00,3,8,30,8.5,0,0,3,40,35,41,1.36,76,21.2,HIGH,SYNTHETIC_DEMO_DATA
2026-01-15 09:00:00,3,9,0,9.0,0,0,4,29,24,50,1.31,76,11.5,HIGH,SYNTHETIC_DEMO_DATA
2026-01-15 09:30:00,3,9,30,9.5,0,0,1,40,32,15,1.29,50,59.4,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-15 10:00:00,3,10,0,10.0,0,0,2,19,17,26,1.41,43,15.6,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-15 10:30:00,3,10,30,10.5,0,0,4,42,34,46,1.54,83,17.4,HIGH,SYNTHETIC_DEMO_DATA
2026-01-15 11:00:00,3,11,0,11.0,0,0,4,55,46,38,1.86,93,28.4,HIGH,SYNTHETIC_DEMO_DATA
2026-01-15 11:30:00,3,11,30,11.5,0,0,2,27,24,24,1.63,49,23.9,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-15 12:00:00,3,12,0,12.0,0,0,3,65,53,28,1.8,96,42.9,HIGH,SYNTHETIC_DEMO_DATA
2026-01-15 12:30:00,3,12,30,12.5,0,0,5,51,42,55,1.6,99,17.8,VERY HIGH,SYNTHETIC_DEMO_DATA
2026-01-15 13:00:00,3,13,0,13.0,0,0,5,52,43,52,1.54,101,18.4,VERY HIGH,SYNTHETIC_DEMO_DATA
2026-01-15 13:30:00,3,13,30,13.5,0,0,4,61,52,38,1.74,104,30.2,VERY HIGH,SYNTHETIC_DEMO_DATA
2026-01-15 14:00:00,3,14,0,14.0,0,0,3,25,22,47,1.03,68,10.2,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-15 14:30:00,3,14,30,14.5,0,0,3,33,28,35,1.4,67,17.8,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-15 15:00:00,3,15,0,15.0,0,0,1,25,22,17,1.25,35,37.4,LOW,SYNTHETIC_DEMO_DATA
2026-01-15 15:30:00,3,15,30,15.5,0,0,3,7,9,24,1.16,24,3.0,LOW,SYNTHETIC_DEMO_DATA
2026-01-15 16:00:00,3,16,0,16.0,0,0,2,9,10,26,1.32,31,7.3,LOW,SYNTHETIC_DEMO_DATA
2026-01-15 16:30:00,3,16,30,16.5,0,0,5,36,30,53,1.64,80,15.0,HIGH,SYNTHETIC_DEMO_DATA
2026-01-15 17:00:00,3,17,0,17.0,0,0,4,46,38,43,1.63,86,19.3,HIGH,SYNTHETIC_DEMO_DATA
2026-01-15 17:30:00,3,17,30,17.5,0,0,5,34,31,50,1.7,75,11.3,HIGH,SYNTHETIC_DEMO_DATA
2026-01-15 18:00:00,3,18,0,18.0,0,0,1,29,25,17,1.56,40,52.5,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-15 18:30:00,3,18,30,18.5,0,0,1,33,27,16,1.42,44,52.9,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-15 19:00:00,3,19,0,19.0,0,0,1,14,12,14,1.41,22,22.4,LOW,SYNTHETIC_DEMO_DATA
2026-01-15 19:30:00,3,19,30,19.5,0,0,2,7,7,24,1.53,24,7.7,LOW,SYNTHETIC_DEMO_DATA
2026-01-16 08:00:00,4,8,0,8.0,0,0,1,19,18,11,1.62,29,37.4,LOW,SYNTHETIC_DEMO_DATA
2026-01-16 08:30:00,4,8,30,8.5,0,0,4,40,34,47,1.46,84,17.1,HIGH,SYNTHETIC_DEMO_DATA
2026-01-16 09:00:00,4,9,0,9.0,0,0,4,36,29,56,1.26,83,13.8,HIGH,SYNTHETIC_DEMO_DATA
2026-01-16 09:30:00,4,9,30,9.5,0,0,1,37,33,12,1.44,51,61.2,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-16 10:00:00,4,10,0,10.0,0,0,2,10,9,35,1.05,37,6.9,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-16 10:30:00,4,10,30,10.5,0,0,4,43,36,41,1.65,81,19.8,HIGH,SYNTHETIC_DEMO_DATA
2026-01-16 11:00:00,4,11,0,11.0,0,0,4,48,42,36,1.83,86,25.0,HIGH,SYNTHETIC_DEMO_DATA
2026-01-16 11:30:00,4,11,30,11.5,0,0,4,13,11,48,1.32,48,5.0,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-16 12:00:00,4,12,0,12.0,0,0,3,77,62,34,1.67,103,47.1,VERY HIGH,SYNTHETIC_DEMO_DATA
2026-01-16 12:30:00,4,12,30,12.5,0,0,4,60,49,52,1.22,108,19.7,VERY HIGH,SYNTHETIC_DEMO_DATA
2026-01-16 13:00:00,4,13,0,13.0,0,0,4,54,44,45,1.56,96,23.8,HIGH,SYNTHETIC_DEMO_DATA
2026-01-16 13:30:00,4,13,30,13.5,0,0,3,72,58,29,1.71,102,45.0,VERY HIGH,SYNTHETIC_DEMO_DATA
2026-01-16 14:00:00,4,14,0,14.0,0,0,3,36,30,38,1.44,69,19.6,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-16 14:30:00,4,14,30,14.5,0,0,3,36,30,40,1.4,72,19.8,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-16 15:00:00,4,15,0,15.0,0,0,1,15,14,19,1.12,32,19.6,LOW,SYNTHETIC_DEMO_DATA
2026-01-16 15:30:00,4,15,30,15.5,0,0,1,14,12,21,1.1,34,19.8,LOW,SYNTHETIC_DEMO_DATA
2026-01-16 16:00:00,4,16,0,16.0,0,0,2,11,12,26,1.42,28,9.3,LOW,SYNTHETIC_DEMO_DATA
2026-01-16 16:30:00,4,16,30,16.5,0,0,4,55,48,38,1.82,90,27.9,HIGH,SYNTHETIC_DEMO_DATA
2026-01-16 17:00:00,4,17,0,17.0,0,0,3,44,37,35,1.56,79,26.4,HIGH,SYNTHETIC_DEMO_DATA
2026-01-16 17:30:00,4,17,30,17.5,0,0,3,52,44,31,1.79,80,35.5,HIGH,SYNTHETIC_DEMO_DATA
2026-01-16 18:00:00,4,18,0,18.0,0,0,2,13,13,30,1.12,39,9.1,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-16 18:30:00,4,18,30,18.5,0,0,1,24,21,17,1.21,40,35.1,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-16 19:00:00,4,19,0,19.0,0,0,2,4,3,22,1.38,22,1.9,LOW,SYNTHETIC_DEMO_DATA
2026-01-16 19:30:00,4,19,30,19.5,0,0,2,3,5,14,1.53,14,4.3,LOW,SYNTHETIC_DEMO_DATA
2026-01-17 08:00:00,5,8,0,8.0,0,0,2,3,5,28,1.25,28,3.2,LOW,SYNTHETIC_DEMO_DATA
2026-01-17 08:30:00,5,8,30,8.5,0,0,2,6,8,20,1.31,20,5.4,LOW,SYNTHETIC_DEMO_DATA
2026-01-17 09:00:00,5,9,0,9.0,0,0,1,14,15,18,1.43,29,23.7,LOW,SYNTHETIC_DEMO_DATA
2026-01-17 09:30:00,5,9,30,9.5,0,0,1,15,16,19,1.37,29,25.4,LOW,SYNTHETIC_DEMO_DATA
2026-01-17 10:00:00,5,10,0,10.0,0,0,2,5,7,23,1.47,25,5.3,LOW,SYNTHETIC_DEMO_DATA
2026-01-17 10:30:00,5,10,30,10.5,0,0,1,10,9,17,1.44,20,16.3,LOW,SYNTHETIC_DEMO_DATA
2026-01-17 11:00:00,5,11,0,11.0,0,0,2,2,4,25,1.27,25,2.6,LOW,SYNTHETIC_DEMO_DATA
2026-01-17 11:30:00,5,11,30,11.5,0,0,1,10,12,17,1.46,20,18.5,LOW,SYNTHETIC_DEMO_DATA
2026-01-17 12:00:00,5,12,0,12.0,0,0,1,34,31,16,1.6,44,62.4,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-17 12:30:00,5,12,30,12.5,0,0,2,10,9,33,1.03,39,6.0,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-17 13:00:00,5,13,0,13.0,0,0,1,23,21,16,1.21,42,32.1,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-17 13:30:00,5,13,30,13.5,0,0,2,20,18,28,1.2,45,14.8,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-17 14:00:00,5,14,0,14.0,0,0,2,22,18,24,1.44,47,18.1,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-17 14:30:00,5,14,30,14.5,0,0,1,19,18,15,1.24,28,27.6,LOW,SYNTHETIC_DEMO_DATA
2026-01-17 15:00:00,5,15,0,15.0,0,0,1,18,17,13,1.46,23,31.3,LOW,SYNTHETIC_DEMO_DATA
2026-01-17 15:30:00,5,15,30,15.5,0,0,1,14,14,16,1.46,24,24.2,LOW,SYNTHETIC_DEMO_DATA
2026-01-17 16:00:00,5,16,0,16.0,0,0,1,15,14,15,1.21,25,20.9,LOW,SYNTHETIC_DEMO_DATA
2026-01-17 16:30:00,5,16,30,16.5,0,0,1,15,14,18,1.16,28,21.9,LOW,SYNTHETIC_DEMO_DATA
2026-01-17 17:00:00,5,17,0,17.0,0,0,2,2,5,24,1.54,24,2.5,LOW,SYNTHETIC_DEMO_DATA
2026-01-17 17:30:00,5,17,30,17.5,0,0,2,11,12,27,1.43,29,9.8,LOW,SYNTHETIC_DEMO_DATA
2026-01-17 18:00:00,5,18,0,18.0,0,0,1,19,18,13,1.47,31,31.8,LOW,SYNTHETIC_DEMO_DATA
2026-01-17 18:30:00,5,18,30,18.5,0,0,2,8,9,25,1.42,27,6.8,LOW,SYNTHETIC_DEMO_DATA
2026-01-17 19:00:00,5,19,0,19.0,0,0,2,12,12,25,1.74,28,11.6,LOW,SYNTHETIC_DEMO_DATA
2026-01-17 19:30:00,5,19,30,19.5,0,0,3,7,7,30,1.09,30,3.3,LOW,SYNTHETIC_DEMO_DATA
2026-01-18 08:00:00,6,8,0,8.0,1,0,1,12,13,20,1.22,26,18.0,LOW,SYNTHETIC_DEMO_DATA
2026-01-18 08:30:00,6,8,30,8.5,1,0,1,19,18,17,1.26,27,28.4,LOW,SYNTHETIC_DEMO_DATA
2026-01-18 09:00:00,6,9,0,9.0,1,0,1,7,6,18,0.95,20,8.9,LOW,SYNTHETIC_DEMO_DATA
2026-01-18 09:30:00,6,9,30,9.5,1,0,1,21,18,15,1.59,30,37.8,LOW,SYNTHETIC_DEMO_DATA
2026-01-18 10:00:00,6,10,0,10.0,1,0,3,6,6,19,1.23,19,2.8,LOW,SYNTHETIC_DEMO_DATA
2026-01-18 10:30:00,6,10,30,10.5,1,0,1,14,15,15,1.31,26,23.0,LOW,SYNTHETIC_DEMO_DATA
2026-01-18 11:00:00,6,11,0,11.0,1,0,2,8,9,24,1.43,27,7.3,LOW,SYNTHETIC_DEMO_DATA
2026-01-18 11:30:00,6,11,30,11.5,1,0,1,17,14,15,1.44,30,29.4,LOW,SYNTHETIC_DEMO_DATA
2026-01-18 12:00:00,6,12,0,12.0,1,0,1,30,26,14,1.23,46,44.2,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-18 12:30:00,6,12,30,12.5,1,0,1,27,24,19,1.23,45,39.8,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-18 13:00:00,6,13,0,13.0,1,0,1,35,31,17,1.34,42,54.6,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-18 13:30:00,6,13,30,13.5,1,0,1,26,23,17,1.36,42,40.9,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-18 14:00:00,6,14,0,14.0,1,0,1,32,28,13,1.45,44,52.8,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-18 14:30:00,6,14,30,14.5,1,0,2,15,13,28,1.41,33,12.7,LOW,SYNTHETIC_DEMO_DATA
2026-01-18 15:00:00,6,15,0,15.0,1,0,1,20,19,13,1.39,31,34.3,LOW,SYNTHETIC_DEMO_DATA
2026-01-18 15:30:00,6,15,30,15.5,1,0,2,5,6,21,1.25,21,5.6,LOW,SYNTHETIC_DEMO_DATA
2026-01-18 16:00:00,6,16,0,16.0,1,0,1,13,11,14,1.37,26,20.7,LOW,SYNTHETIC_DEMO_DATA
2026-01-18 16:30:00,6,16,30,16.5,1,0,2,8,8,27,1.33,30,7.6,LOW,SYNTHETIC_DEMO_DATA
2026-01-18 17:00:00,6,17,0,17.0,1,0,1,15,15,17,1.54,26,28.3,LOW,SYNTHETIC_DEMO_DATA
2026-01-18 17:30:00,6,17,30,17.5,1,0,2,7,9,19,1.25,19,6.6,LOW,SYNTHETIC_DEMO_DATA
2026-01-18 18:00:00,6,18,0,18.0,1,0,1,16,15,14,1.4,27,25.9,LOW,SYNTHETIC_DEMO_DATA
2026-01-18 18:30:00,6,18,30,18.5,1,0,2,10,9,24,1.54,25,7.4,LOW,SYNTHETIC_DEMO_DATA
2026-01-18 19:00:00,6,19,0,19.0,1,0,2,0,0,20,1.56,20,1.0,LOW,SYNTHETIC_DEMO_DATA
2026-01-18 19:30:00,6,19,30,19.5,1,0,2,2,4,17,1.4,17,1.6,LOW,SYNTHETIC_DEMO_DATA
2026-01-19 08:00:00,0,8,0,8.0,0,0,1,23,20,19,1.29,34,35.6,LOW,SYNTHETIC_DEMO_DATA
2026-01-19 08:30:00,0,8,30,8.5,0,0,4,39,32,40,1.58,78,17.2,HIGH,SYNTHETIC_DEMO_DATA
2026-01-19 09:00:00,0,9,0,9.0,0,0,2,53,46,26,1.36,79,41.0,HIGH,SYNTHETIC_DEMO_DATA
2026-01-19 09:30:00,0,9,30,9.5,0,0,1,27,23,16,1.35,38,42.5,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-19 10:00:00,0,10,0,10.0,0,0,1,33,29,19,1.32,49,51.3,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-19 10:30:00,0,10,30,10.5,0,0,4,48,41,45,1.58,88,21.7,HIGH,SYNTHETIC_DEMO_DATA
2026-01-19 11:00:00,0,11,0,11.0,0,0,4,53,45,36,1.77,87,26.5,HIGH,SYNTHETIC_DEMO_DATA
2026-01-19 11:30:00,0,11,30,11.5,0,0,3,23,20,37,1.43,52,11.7,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-19 12:00:00,0,12,0,12.0,0,0,5,56,48,53,1.56,103,19.7,VERY HIGH,SYNTHETIC_DEMO_DATA
2026-01-19 12:30:00,0,12,30,12.5,0,0,4,69,58,41,1.76,104,33.0,VERY HIGH,SYNTHETIC_DEMO_DATA
2026-01-19 13:00:00,0,13,0,13.0,0,0,5,60,48,42,1.95,101,25.0,VERY HIGH,SYNTHETIC_DEMO_DATA
2026-01-19 13:30:00,0,13,30,13.5,0,0,4,50,41,47,1.4,97,18.3,VERY HIGH,SYNTHETIC_DEMO_DATA
2026-01-19 14:00:00,0,14,0,14.0,0,0,3,41,36,35,1.53,78,23.4,HIGH,SYNTHETIC_DEMO_DATA
2026-01-19 14:30:00,0,14,30,14.5,0,0,3,33,29,39,1.35,70,16.0,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-19 15:00:00,0,15,0,15.0,0,0,2,15,16,23,1.45,36,13.2,LOW,SYNTHETIC_DEMO_DATA
2026-01-19 15:30:00,0,15,30,15.5,0,0,1,14,12,14,1.45,30,23.2,LOW,SYNTHETIC_DEMO_DATA
2026-01-19 16:00:00,0,16,0,16.0,0,0,1,24,20,14,1.6,31,44.0,LOW,SYNTHETIC_DEMO_DATA
2026-01-19 16:30:00,0,16,30,16.5,0,0,4,44,38,39,1.67,81,19.7,HIGH,SYNTHETIC_DEMO_DATA
2026-01-19 17:00:00,0,17,0,17.0,0,0,5,37,32,44,1.78,75,14.7,HIGH,SYNTHETIC_DEMO_DATA
2026-01-19 17:30:00,0,17,30,17.5,0,0,4,47,39,38,1.73,83,22.8,HIGH,SYNTHETIC_DEMO_DATA
2026-01-19 18:00:00,0,18,0,18.0,0,0,2,21,18,25,1.66,40,20.3,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-19 18:30:00,0,18,30,18.5,0,0,1,33,29,17,1.25,49,48.7,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-19 19:00:00,0,19,0,19.0,0,0,2,3,3,16,1.41,16,2.9,LOW,SYNTHETIC_DEMO_DATA
2026-01-19 19:30:00,0,19,30,19.5,0,0,2,6,7,23,1.64,25,4.7,LOW,SYNTHETIC_DEMO_DATA
2026-01-20 08:00:00,1,8,0,8.0,0,0,1,24,23,12,1.65,32,46.2,LOW,SYNTHETIC_DEMO_DATA
2026-01-20 08:30:00,1,8,30,8.5,0,0,3,40,32,43,1.25,78,19.2,HIGH,SYNTHETIC_DEMO_DATA
2026-01-20 09:00:00,1,9,0,9.0,0,0,2,44,37,28,1.17,74,30.2,HIGH,SYNTHETIC_DEMO_DATA
2026-01-20 09:30:00,1,9,30,9.5,0,0,2,19,17,24,1.48,38,16.9,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-20 10:00:00,1,10,0,10.0,0,0,3,11,12,45,1.13,46,6.7,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-20 10:30:00,1,10,30,10.5,0,0,5,41,34,53,1.58,87,13.9,HIGH,SYNTHETIC_DEMO_DATA
2026-01-20 11:00:00,1,11,0,11.0,0,0,4,49,42,47,1.54,86,20.5,HIGH,SYNTHETIC_DEMO_DATA
2026-01-20 11:30:00,1,11,30,11.5,0,0,2,25,22,33,1.1,49,16.6,MEDIUM,SYNTHETIC_DEMO_DATA
2026-01-20 12:00:00,1,12,0,12.0,0,0,3,72,60,30,1.64,103,44.8,VERY HIGH,SYNTHETIC_DEMO_DATA
